raw_words,task,quadruples
Seasoned fries with truffle aioli was absolutely delish .,ACOS,"[{'aspect': {'from': 0, 'to': 5, 'term': ['Seasoned', 'fries', 'with', 'truffle', 'aioli']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 8, 'term': ['absolutely', 'delish']}, 'sentiment': 'POS'}]"
I had the shredded beef and it was so juicy and flavourful .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['shredded', 'beef']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 10, 'term': ['so', 'juicy']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 5, 'term': ['shredded', 'beef']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['flavourful']}, 'sentiment': 'POS'}]"
"I have worked in the service industry for many years and I understand that it can be a difficult job , but she was rude and extremely unpleasant .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 24, 'to': 25, 'term': ['rude']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 26, 'to': 28, 'term': ['extremely', 'unpleasant']}, 'sentiment': 'NEG'}]"
I seriously have never had a bad item from their kitchen .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['item']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 7, 'term': ['never', 'had', 'a', 'bad']}, 'sentiment': 'POS'}]"
"Here we are , on Restaurant Row , at 7pm on a Saturday evening , with NO dinner reservations- ON OUR ANNIVERSARY- with an annoyingly loud and obnoxious child at our feet , dirty boxes surrounding us as we stood in our finest dress and suit.. .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
beautiful view overlook golf course .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['view']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['beautiful']}, 'sentiment': 'POS'}]"
) .There isnt really anything inherently wrong with the food ... it 's just that the flavor and quality are kind of underwhelming .,ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
Cant go wrong nice family restaurant,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['family', 'restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 6, 'term': ['family', 'restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': 2, 'to': 3, 'term': ['wrong']}, 'sentiment': 'POS'}]"
"To me it tasted odd , sort of like cough syrup .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['odd']}, 'sentiment': 'NEG'}]"
It 's oddly located in that you have to go in to a ground-level restaurant and take an elevator up to Truva .,ACOS,"[{'aspect': {'from': 21, 'to': 22, 'term': ['Truva']}, 'category': 'Location#General', 'opinion': {'from': 2, 'to': 3, 'term': ['oddly']}, 'sentiment': 'NEG'}]"
I liked the spicy tang in the sauce .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['spicy', 'tang']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['liked']}, 'sentiment': 'POS'}]"
"If you have never had authentic German homestyle dinner before , this is the place to start .",ACOS,"[{'aspect': {'from': 6, 'to': 9, 'term': ['German', 'homestyle', 'dinner']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['authentic']}, 'sentiment': 'POS'}]"
"The restaurant itself is super small but very romantic.The wine selection was good , but it 's a small place , so I ca n't imagine they have a large wine cellar .",ACOS,"[{'aspect': {'from': 9, 'to': 11, 'term': ['wine', 'selection']}, 'category': 'Drinks#Style_Options', 'opinion': {'from': 12, 'to': 13, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 6, 'term': ['super', 'small']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['restaurant']}, 'category': 'Ambience#General', 'opinion': {'from': 7, 'to': 9, 'term': ['very', 'romantic.The']}, 'sentiment': 'POS'}]"
The unusual one was quite good .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['unusual', 'one']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['quite', 'good']}, 'sentiment': 'POS'}]"
But it 's the service that is really terrific .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 9, 'term': ['really', 'terrific']}, 'sentiment': 'POS'}]"
"They are just tasty fries , period .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['fries']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['tasty']}, 'sentiment': 'POS'}]"
Its real tasty !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 3, 'term': ['real', 'tasty']}, 'sentiment': 'POS'}]"
"I actually got extra last time to take home and eat the next day for lunch , thats how good it is .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 19, 'to': 20, 'term': ['good']}, 'sentiment': 'POS'}]"
The drink was sweet but still very good !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['drink']}, 'category': 'Drinks#Quality', 'opinion': {'from': 6, 'to': 8, 'term': ['very', 'good']}, 'sentiment': 'POS'}]"
But know its loud .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Ambience#General', 'opinion': {'from': 3, 'to': 4, 'term': ['loud']}, 'sentiment': 'NEG'}]"
A few bucks at bestCheap drinks ! ! !,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['drinks']}, 'category': 'Drinks#Prices', 'opinion': {'from': 4, 'to': 5, 'term': ['bestCheap']}, 'sentiment': 'POS'}]"
But the service was excellent and the tapas kept coming as fast as we could order them .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['excellent']}, 'sentiment': 'POS'}]"
"Having a sweet tooth , the moment I stepped into the shop , it was magical .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Ambience#General', 'opinion': {'from': 15, 'to': 16, 'term': ['magical']}, 'sentiment': 'POS'}]"
I enjoyed being in a vegan restaurant that I can order anything from the menu .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['vegan', 'restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': 1, 'to': 2, 'term': ['enjoyed']}, 'sentiment': 'POS'}]"
Outside however the music was still ridiculously loud .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Outside']}, 'category': 'Ambience#General', 'opinion': {'from': 6, 'to': 8, 'term': ['ridiculously', 'loud']}, 'sentiment': 'NEG'}]"
Very clean .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Ambience#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'clean']}, 'sentiment': 'POS'}]"
"As much as I love Galley and Bia , Trident is a major disappointment .",ACOS,"[{'aspect': {'from': 5, 'to': 8, 'term': ['Galley', 'and', 'Bia']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 5, 'term': ['love']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['Trident']}, 'category': 'Restaurant#General', 'opinion': {'from': 12, 'to': 14, 'term': ['major', 'disappointment']}, 'sentiment': 'NEG'}]"
"The bar in front is small , but the drinks are pretty good .",ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['drinks']}, 'category': 'Drinks#Quality', 'opinion': {'from': 11, 'to': 13, 'term': ['pretty', 'good']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['bar']}, 'category': 'Restaurant#General', 'opinion': {'from': 5, 'to': 6, 'term': ['small']}, 'sentiment': 'NEG'}]"
It 's always fresh and I have the salmon filet added .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['fresh']}, 'sentiment': 'POS'}]"
Pretty good !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Pretty', 'good']}, 'sentiment': 'POS'}]"
"I ended up getting cookies and cream , which I did not sample -- I didnt like it .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['cookies']}, 'category': 'Food#Quality', 'opinion': {'from': 15, 'to': 17, 'term': ['didnt', 'like']}, 'sentiment': 'NEG'}, {'aspect': {'from': 6, 'to': 7, 'term': ['cream']}, 'category': 'Food#Quality', 'opinion': {'from': 15, 'to': 17, 'term': ['didnt', 'like']}, 'sentiment': 'NEG'}]"
The perfectly cooked calamari was mixed with greens dressed with a light vinaigrette .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['calamari']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['perfectly']}, 'sentiment': 'POS'}]"
Definitely enough food for vegeterians as well .,ACOS,"[{'aspect': {'from': 2, 'to': 5, 'term': ['food', 'for', 'vegeterians']}, 'category': 'Food#Style_Options', 'opinion': {'from': 0, 'to': 2, 'term': ['Definitely', 'enough']}, 'sentiment': 'POS'}]"
I will definitely stop by again next time Im in Austin .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I enjoy everything here but the oxtails are surely a hit : - ),ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['oxtails']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 11, 'term': ['surely', 'a', 'hit']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 1, 'to': 2, 'term': ['enjoy']}, 'sentiment': 'POS'}]"
"The arugula which was generously added to the carpacchio and pizzas was fresh , tender and mild .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['arugula']}, 'category': 'Food#Quality', 'opinion': {'from': 16, 'to': 17, 'term': ['mild']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['arugula']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 15, 'term': ['tender']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['arugula']}, 'category': 'Food#Quality', 'opinion': {'from': 12, 'to': 13, 'term': ['fresh']}, 'sentiment': 'POS'}]"
"Love the bottomless fries , although I wish they had sweet potato fries .",ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['bottomless', 'fries']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}]"
Good spot for a date or dinner with a friend .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['spot']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Good']}, 'sentiment': 'POS'}]"
"Service : overly-attentive , inefficient , slow .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Service']}, 'category': 'Service#General', 'opinion': {'from': 6, 'to': 7, 'term': ['slow']}, 'sentiment': 'NEG'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Service']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['inefficient']}, 'sentiment': 'NEG'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Service']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['overly-attentive']}, 'sentiment': 'NEG'}]"
Not sure I 'll be back. # 30DaysOfYelp ( 14/30 ),ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
These were awesome .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['awesome']}, 'sentiment': 'POS'}]"
"YES , you heard it right , there is a man who walks around the bar w a giant bucket of the best most juciest chicken on a stick for just a dollar !",ACOS,"[{'aspect': {'from': 25, 'to': 26, 'term': ['chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 23, 'to': 25, 'term': ['most', 'juciest']}, 'sentiment': 'POS'}, {'aspect': {'from': 25, 'to': 26, 'term': ['chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 22, 'to': 23, 'term': ['best']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Perhaps I expect too much from restaurant row in the South End , but so far my best experience has been at Bukowski 's ( no where near the South End ) where I spent 50 $ on 4 beers and amazing pub food .",ACOS,"[{'aspect': {'from': 42, 'to': 44, 'term': ['pub', 'food']}, 'category': 'Food#Quality', 'opinion': {'from': 41, 'to': 42, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 22, 'to': 24, 'term': ['Bukowski', ""'s""]}, 'category': 'Restaurant#General', 'opinion': {'from': 17, 'to': 18, 'term': ['best']}, 'sentiment': 'POS'}]"
I was excited to try it because of all the wonderful reviews .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 2, 'to': 3, 'term': ['excited']}, 'sentiment': 'POS'}]"
"Cozy diner ambiance , delicious diner food , and prices that cant be beat.I 've been here a few times , and tried a couple different breakfast items .",ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['prices']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 7, 'term': ['diner', 'food']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['delicious']}, 'sentiment': 'POS'}]"
"( 13 years old ) this restaurant has an awful line , but the burgers are amazing plain or everything .",ACOS,"[{'aspect': {'from': 14, 'to': 15, 'term': ['burgers']}, 'category': 'Food#Quality', 'opinion': {'from': 16, 'to': 18, 'term': ['amazing', 'plain']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['line']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['awful']}, 'sentiment': 'NEG'}]"
Long wait but so worth it !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Long']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 5, 'term': ['so', 'worth']}, 'sentiment': 'POS'}]"
Worst B dubs in central Ohio and beyond !,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['B', 'dubs']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Worst']}, 'sentiment': 'NEG'}]"
Must try the specialty dishes on the top of the menu !,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['specialty', 'dishes']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['try']}, 'sentiment': 'POS'}]"
"While most other restaurants will bring the ingredients through backdoors ( so no one can see them ) I noticed the ingredients and raw materials were transported through the front door , fresh carrots , celery , other colorful veggies all so fresh and appetizing .",ACOS,"[{'aspect': {'from': 39, 'to': 40, 'term': ['veggies']}, 'category': 'Food#Quality', 'opinion': {'from': 41, 'to': 43, 'term': ['so', 'fresh']}, 'sentiment': 'POS'}, {'aspect': {'from': 33, 'to': 34, 'term': ['carrots']}, 'category': 'Food#Quality', 'opinion': {'from': 32, 'to': 33, 'term': ['fresh']}, 'sentiment': 'POS'}, {'aspect': {'from': 39, 'to': 40, 'term': ['veggies']}, 'category': 'Food#Quality', 'opinion': {'from': 44, 'to': 45, 'term': ['appetizing']}, 'sentiment': 'POS'}, {'aspect': {'from': 35, 'to': 36, 'term': ['celery']}, 'category': 'Food#Quality', 'opinion': {'from': 32, 'to': 33, 'term': ['fresh']}, 'sentiment': 'POS'}]"
They forgot the gravy .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Unfortunately , like most places , the menu sounds awesome and super excited to try it and slightly disappointed when you get the actual dish .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['menu']}, 'category': 'Food#Quality', 'opinion': {'from': 17, 'to': 19, 'term': ['slightly', 'disappointed']}, 'sentiment': 'NEG'}, {'aspect': {'from': 7, 'to': 8, 'term': ['menu']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Unfortunately']}, 'sentiment': 'NEG'}, {'aspect': {'from': 7, 'to': 8, 'term': ['menu']}, 'category': 'Food#Style_Options', 'opinion': {'from': 9, 'to': 10, 'term': ['awesome']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['menu']}, 'category': 'Food#Style_Options', 'opinion': {'from': 11, 'to': 13, 'term': ['super', 'excited']}, 'sentiment': 'POS'}]"
"But the doughnuts are top notch.Massage your pancreas before going , as it 's going to be working double-time after the amount of sugar you will be consuming in these calorie bombs of sugary goodness !",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['doughnuts']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['top', 'notch.Massage']}, 'sentiment': 'POS'}]"
I cant speak to the more generic items such as the veggie burger or whatnot but I enjoyed my meal here and will be coming back .,ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['meal']}, 'category': 'Food#Quality', 'opinion': {'from': 17, 'to': 18, 'term': ['enjoyed']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Really chill place to hang out .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Ambience#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Really', 'chill']}, 'sentiment': 'POS'}]"
"There 's been a bit of a wait every time I 've gone , and because of the layout it 's a bit of a cluster and hard to see who 's next in line.The service is a bit slow , in my experience , with not quite enough servers for the space .",ACOS,"[{'aspect': {'from': 49, 'to': 50, 'term': ['servers']}, 'category': 'Service#General', 'opinion': {'from': 46, 'to': 49, 'term': ['not', 'quite', 'enough']}, 'sentiment': 'NEG'}, {'aspect': {'from': 35, 'to': 36, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 37, 'to': 40, 'term': ['a', 'bit', 'slow']}, 'sentiment': 'NEG'}]"
Its pretty decently priced and they have half off days too .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 1, 'to': 3, 'term': ['pretty', 'decently']}, 'sentiment': 'POS'}]"
"Strike one.She also seated us on the side of the tavern she wasn't serving , so we got a different server.My boyfriend at that point was already kind of offended at that and wanted to leave , but I really wanted to give them a chance , so we stayed .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 26, 'to': 30, 'term': ['already', 'kind', 'of', 'offended']}, 'sentiment': 'POS'}]"
Always great burgers n service .. I have been to this location many times..,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['burgers']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 1, 'to': 2, 'term': ['great']}, 'sentiment': 'POS'}]"
"Waitress was a pro , service was great .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Waitress']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['pro']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['great']}, 'sentiment': 'POS'}]"
So we stopped in here after a long morning of shopping ! Its still just ok for me .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 14, 'to': 16, 'term': ['just', 'ok']}, 'sentiment': 'NEU'}]"
"Great Guinness and wonderful , filling burgers ( I had the turkey burger and had half fries/half chips or half chips/half crisps ( for the real Irish population of Boston ) because I couldnt choose ) ) and my friend had another burger with the truffle fries/chips .",ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['filling', 'burgers']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['wonderful']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['Guinness']}, 'category': 'Drinks#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
"The only downside was that the bottom of the pita became a little soggy , so I would suggest putting a thinner layer of labne and maybe line the bottom with some lettuce to prevent this .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['bottom']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['downside']}, 'sentiment': 'NEG'}, {'aspect': {'from': 6, 'to': 7, 'term': ['bottom']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 14, 'term': ['a', 'little', 'soggy']}, 'sentiment': 'NEG'}]"
Worth a try .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Worth']}, 'sentiment': 'POS'}]"
") I expected more , and was somewhat disappointed .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 7, 'to': 9, 'term': ['somewhat', 'disappointed']}, 'sentiment': 'NEG'}]"
I wo n't be back .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Eggs were perfect !,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Eggs']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['perfect']}, 'sentiment': 'POS'}]"
"They brought another burger back , overcooked - they 're very thin , and the condiments were ice cold , which made the temperature ratio odd .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['burger']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['overcooked']}, 'sentiment': 'NEG'}, {'aspect': {'from': 15, 'to': 16, 'term': ['condiments']}, 'category': 'Food#Quality', 'opinion': {'from': 17, 'to': 19, 'term': ['ice', 'cold']}, 'sentiment': 'NEG'}]"
With all the great reviews I saw I was going in for a great dinner .,ACOS,"[{'aspect': {'from': 14, 'to': 15, 'term': ['dinner']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['great']}, 'sentiment': 'POS'}]"
"The food was well seasoned , portions were generous and the price was reasonable .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['portions']}, 'category': 'Food#Style_Options', 'opinion': {'from': 8, 'to': 9, 'term': ['generous']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['price']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['reasonable']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['well']}, 'sentiment': 'POS'}]"
The food speaks for itself .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
We ordered for a vegetarian combo which was good .,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['vegetarian', 'combo']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['good']}, 'sentiment': 'POS'}]"
Definitely coming back next time in Orlando .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Freshly fried , Crunchy , juicy , spicy perfection Yum !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['juicy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['Crunchy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 2, 'term': ['Freshly', 'fried']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 10, 'term': ['spicy', 'perfection', 'Yum']}, 'sentiment': 'POS'}]"
I will never in a million years step foot into this restaurant due to how I was treated .,ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
The staff was great and the owner was awesome .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['owner']}, 'category': 'Service#General', 'opinion': {'from': 8, 'to': 9, 'term': ['awesome']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
